usuario,hotel_recomendado,hotel_consumido,propiedad,example_similarity_score,shared_attribute_count,mean_example_similarity,k_nearest_example_strength,example_coverage,example_consensus_score,example_disagreement_score,is_most_similar,is_least_similar,is_prototype,prototype_similarity
3,4990,1783,,0.16,8,0.09836707152496627,0.39346828609986506,1.0,4.25,0.0021743393051298445,1,0,0,0.0
3,5061,457,,0.08,2,0.07755194218608852,0.3102077687443541,1.0,2.25,0.0011561610479097865,0,0,1,0.08
3,5061,2513,,0.12,3,0.07755194218608852,0.3102077687443541,1.0,2.25,0.0011561610479097865,1,0,0,0.0
3,5061,1941,,0.037037037037037035,1,0.07755194218608852,0.3102077687443541,1.0,2.25,0.0011561610479097865,0,1,0,0.0
3,5061,1783,,0.07317073170731707,3,0.07755194218608852,0.3102077687443541,1.0,2.25,0.0011561610479097865,0,0,0,0.0
3,522,457,,0.037037037037037035,1,0.07828398453398454,0.31313593813593815,1.0,2.5,0.002357444281983863,0,0,1,0.037037037037037035
3,522,2513,,0.03571428571428571,1,0.07828398453398454,0.31313593813593815,1.0,2.5,0.002357444281983863,0,1,0,0.0
3,522,1941,,0.11538461538461539,3,0.07828398453398454,0.31313593813593815,1.0,2.5,0.002357444281983863,0,0,0,0.0
3,522,1783,,0.125,5,0.07828398453398454,0.31313593813593815,1.0,2.5,0.002357444281983863,1,0,0,0.0
3,5605,457,,0.06666666666666667,2,0.0862047898338221,0.3448191593352884,1.0,3.0,0.0005983117763578458,0,0,1,0.06666666666666667
3,5605,2513,,0.06451612903225806,2,0.0862047898338221,0.3448191593352884,1.0,3.0,0.0005983117763578458,0,1,0,0.0
3,5605,1941,,0.1,3,0.0862047898338221,0.3448191593352884,1.0,3.0,0.0005983117763578458,0,0,0,0.0
3,5605,1783,,0.11363636363636363,5,0.0862047898338221,0.3448191593352884,1.0,3.0,0.0005983117763578458,1,0,0,0.0
3,5855,457,,0.1,2,0.06675210754158123,0.2670084301663249,1.0,1.5,0.001335185272570602,1,0,1,0.1
3,5855,2513,,0.09523809523809523,2,0.06675210754158123,0.2670084301663249,1.0,1.5,0.001335185272570602,0,0,0,0.0
